#,LeagueCP,Name,SpeciesID,Moves Set,BEST,DEFAULT,DEFAULT_XS,MAX,b2x,b2d,b2m,x2d,x2m,d2m,RESULT,IV
492,1500,Luvdisc,luvdisc,2001-01-02,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
493,1500,Luxio,luxio,2001-03-01,48-0-15-15,45.5-5-14-15,,40.5-15-15-15,-,1.00%,4.00%,-,-,-60.00%,B,48-0-15-15
494,1500,Luxray,luxray,2017-03-01,19.5-0-15-12,19-5-14-14,,18-15-15-15,-,-55.00%,-54.00%,-,-,-54.00%,M,18-15-15-15
495,1500,Machamp,machamp,2001-02-06,18.5-0-14-11,17.5-10-15-15,,17-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,17-15-15-15
496,1500,Machamp (Shadow),machamp_shadow,2001-02-07,18.5-0-14-11,17.5-10-15-15,,17-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,17-15-15-15
497,1500,Machoke,machoke,2000-02-03,28-0-15-15,27-7-15-14,,25.5-15-15-15,-,1.00%,4.00%,-,-,2.00%,B,28-0-15-15
498,1500,Machoke (Shadow),machoke_shadow,2000-02-03,28-0-15-15,27-7-15-14,,25.5-15-15-15,-,-19.00%,-17.00%,-,-,-17.00%,M,25.5-15-15-15
499,1500,Machop,machop,2000-02-04,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
500,1500,Machop (Shadow),machop_shadow,2000-02-01,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
501,1500,Magby,magby,2001-02-01,50-15-15-15,50-15-15-15,26.5-5-6-15,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
502,1500,Magcargo,magcargo,2000-03-02,38.5-0-15-14,36.5-4-14-14,,31.5-15-15-15,-,-50.00%,-48.00%,-,-,-48.00%,M,31.5-15-15-15
503,1500,Magikarp,magikarp,2000-01-02,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
504,1500,Magikarp (Shadow),magikarp_shadow,2000-02-01,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
505,1500,Magmar,magmar,2001-02-04,23.5-0-15-15,23.5-5-12-10,,21.5-15-15-15,-,0.00%,3.00%,-,-,-30.00%,M,21.5-15-15-15
506,1500,Magmar (Shadow),magmar_shadow,2000-02-03,23.5-0-15-15,23.5-5-12-10,,21.5-15-15-15,-,1.00%,1.00%,-,-,0.00%,B,23.5-0-15-15
507,1500,Magmortar,magmortar,2001-03-05,18-0-10-15,17.5-6-13-14,,16.5-15-15-15,-,-29.00%,-27.00%,-,-,-27.00%,M,16.5-15-15-15
508,1500,Magmortar (Shadow),magmortar_shadow,2001-03-06,18-0-10-15,17.5-6-13-14,,16.5-15-15-15,-,-1.00%,4.00%,-,-,1.00%,D,17.5-6-13-14
509,1500,Magnemite,magnemite,2001-02-01,50-12-15-13,50-12-14-13,,47.5-15-15-15,-,0.00%,-6.00%,-,-,-6.00%,M,47.5-15-15-15
510,1500,Magnemite (Shadow),magnemite_shadow,2001-03-01,50-12-15-13,50-12-14-13,,47.5-15-15-15,-,0.00%,-47.00%,-,-,-47.00%,M,47.5-15-15-15
511,1500,Magneton,magneton,2002-01-03,22.5-0-15-15,22-8-11-15,,21-15-15-15,-,-14.00%,-12.00%,-,-,-11.00%,M,21-15-15-15
512,1500,Magneton (Shadow),magneton_shadow,2002-04-01,22.5-0-15-15,22-8-11-15,,21-15-15-15,-,-51.00%,-49.00%,-,-,-49.00%,M,21-15-15-15
513,1500,Magnezone,magnezone,2001-03-02,17.5-0-13-15,17-7-13-14,,16-15-15-15,-,-1.00%,2.00%,-,-,-11.00%,M,16-15-15-15
514,1500,Magnezone (Shadow),magnezone_shadow,2001-04-03,17.5-0-13-15,17-7-13-14,,16-15-15-15,-,-22.00%,-19.00%,-,-,-19.00%,M,16-15-15-15
515,1500,Makuhita,makuhita,2000-01-02,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
516,1500,Malamar,malamar,2001-04-01,24.5-0-15-9,24-4-14-9,,22-15-15-15,-,2.00%,3.00%,-,-,-40.00%,B,24.5-0-15-9
517,1500,Mamoswine,mamoswine,2001-02-03,17-0-15-7,16.5-4-15-11,,15.5-15-15-15,-,-12.00%,-10.00%,-,-,-10.00%,M,15.5-15-15-15
518,1500,Mamoswine (Shadow),mamoswine_shadow,2001-02-03,17-0-15-7,16.5-4-15-11,,15.5-15-15-15,-,0.00%,7.00%,-,-,7.00%,D,16.5-4-15-11
519,1500,Manaphy,manaphy,2001-03-02,17.5-0-10-13,17-4-12-13,,16-15-15-15,-,-2.00%,3.00%,-,-,1.00%,D,17-4-12-13
520,1500,Mandibuzz,mandibuzz,2001-03-01,27.5-0-13-15,27-4-10-12,,24.5-15-15-15,-,-11.00%,-5.00%,-,-,-3.00%,M,24.5-15-15-15
521,1500,Manectric,manectric,2001-03-01,24-0-15-15,23.5-5-14-14,,22-15-15-15,-,-37.00%,-35.00%,-,-,-35.00%,M,22-15-15-15
522,1500,Manectric (Mega),manectric_mega,2001-03-02,15.5-0-15-13,15-9-14-14,,14.5-15-15-15,-,-28.00%,-27.00%,-,-,-20.00%,M,14.5-15-15-15
523,1500,Mankey,mankey,2000-02-01,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
524,1500,Mantine,mantine,2000-02-03,27.5-0-15-14,27-5-9-13,,24.5-15-15-15,-,-11.00%,-6.00%,-,-,-6.00%,M,24.5-15-15-15
525,1500,Mantyke,mantyke,2000-01-02,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
526,1500,Maractus,maractus,2000-01-02,25-0-13-14,24-8-13-15,,23-15-15-15,-,2.00%,1.00%,-,-,-63.00%,B,25-0-13-14
527,1500,Mareep,mareep,2001-01-02,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
528,1500,Mareep (Shadow),mareep_shadow,2001-01-02,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
529,1500,Marill,marill,2000-01-02,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
530,1500,Marowak,marowak,2000-01-03,33.5-0-14-14,32-5-9-15,,28.5-15-15-15,-,0.00%,2.00%,-,-,1.00%,D,32-5-9-15
531,1500,Marowak (Alolan),marowak_alolan,2000-05-01,33.5-0-14-14,32-5-9-15,,28.5-15-15-15,-,0.00%,5.00%,-,-,2.00%,D,32-5-9-15
532,1500,Marowak (Shadow),marowak_shadow,2000-01-03,33.5-0-14-14,32-5-9-15,,28.5-15-15-15,-,0.00%,4.00%,-,-,3.00%,D,32-5-9-15
533,1500,Marshtomp,marshtomp,2000-04-01,35-0-14-15,33.5-5-13-13,,29.5-15-15-15,-,-20.00%,-16.00%,-,-,-16.00%,M,29.5-15-15-15
534,1500,Marshtomp (Shadow),marshtomp_shadow,2000-04-02,35-0-14-15,33.5-5-13-13,,29.5-15-15-15,-,0.00%,2.00%,-,-,-57.00%,M,29.5-15-15-15
535,1500,Masquerain,masquerain,2000-02-03,25-0-15-14,24.5-5-13-14,,23-15-15-15,-,0.00%,0.00%,-,-,-5.00%,M,23-15-15-15
536,1500,Mawile,mawile,2002-03-02,40-1-15-15,38.5-6-14-13,,34-15-15-15,-,9.00%,9.00%,-,-,0.00%,B,40-1-15-15
537,1500,Mawile (Shadow),mawile_shadow,2002-04-03,40-1-15-15,38.5-6-14-13,,34-15-15-15,-,13.00%,13.00%,-,-,0.00%,B,40-1-15-15
538,1500,Medicham,medicham,2000-02-04,50-5-15-15,50-4-15-14,40-15-15-15,43.5-15-15-15,18.00%,8.00%,4.00%,-18.00%,0.00%,4.00%,B,50-5-15-15
540,1500,Meditite,meditite,2000-03-01,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
541,1500,Meganium,meganium,2001-02-01,24-0-10-15,23-6-14-14,,21.5-15-15-15,-,3.00%,4.00%,-,-,2.00%,B,24-0-10-15
542,1500,Melmetal,melmetal,2000-04-03,15.5-1-15-14,15.5-5-15-5,,14.5-15-15-15,-,-67.00%,-67.00%,-,-,-67.00%,M,14.5-15-15-15
543,1500,Meloetta (Aria),meloetta_aria,2000-03-04,14-0-15-15,14-5-7-14,,13-15-15-15,-,-8.00%,-4.00%,-,-,-4.00%,M,13-15-15-15
544,1500,Meloetta (Pirouette),meloetta_pirouette,2001-01-02,14.5-0-9-11,14-4-14-12,,13-15-15-15,-,8.00%,8.00%,-,-,-4.00%,B,14.5-0-9-11
545,1500,Meltan,meltan,2000-02-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
546,1500,Meowstic (Female),meowstic_female,2001-02-03,27-0-14-15,26.5-5-14-11,,24.5-15-15-15,-,-12.00%,-11.00%,-,-,-11.00%,M,24.5-15-15-15
547,1500,Meowstic (Male),meowstic,2000-02-03,27-0-14-15,26.5-5-14-11,,24.5-15-15-15,-,-12.00%,-11.00%,-,-,-11.00%,M,24.5-15-15-15
548,1500,Meowth,meowth,2000-01-04,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
549,1500,Meowth (Alolan),meowth_alolan,2000-03-02,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
550,1500,Meowth (Galarian),meowth_galarian,2000-03-02,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
551,1500,Meowth (Shadow),meowth_shadow,2000-01-05,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
552,1500,Mesprit,mesprit,2000-02-01,18.5-1-13-12,18-7-10-15,,17-15-15-15,-,0.00%,2.00%,-,-,2.00%,D,18-7-10-15
553,1500,Metagross,metagross,2000-03-04,14.5-2-15-15,14.5-4-15-12,,13.5-15-15-15,-,-12.00%,-10.00%,-,-,-10.00%,M,13.5-15-15-15
554,1500,Metagross (Shadow),metagross_shadow,2000-04-05,14.5-2-15-15,14.5-4-15-12,,13.5-15-15-15,-,2.00%,2.00%,-,-,0.00%,B,14.5-2-15-15
555,1500,Metang,metang,2000-03-01,38-0-13-15,35-5-15-15,,31-15-15-15,-,2.00%,-5.00%,-,-,-4.00%,M,31-15-15-15
556,1500,Metang (Shadow),metang_shadow,2000-04-02,38-0-13-15,35-5-15-15,,31-15-15-15,-,1.00%,4.00%,-,-,2.00%,B,38-0-13-15
557,1500,Metapod,metapod,0-1-0,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
558,1500,Mew,mew,8-25-22,16.5-10-15-13,16.5-12-10-14,,16-15-15-15,-,-17.00%,-16.00%,-,-,17.00%,D,16.5-12-10-14
559,1500,Mewtwo,mewtwo,2000-06-07,13-4-15-15,13-8-14-11,,12.5-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,12.5-15-15-15
560,1500,Mewtwo (Armored),mewtwo_armored,2000-04-05,18-1-10-12,17.5-4-14-13,,16-15-15-15,-,-14.00%,3.00%,-,-,2.00%,D,17.5-4-14-13
561,1500,Mewtwo (Shadow),mewtwo_shadow,2001-07-09,13-4-15-15,13-8-14-11,,12.5-15-15-15,-,-43.00%,-43.00%,-,-,-43.00%,M,12.5-15-15-15
562,1500,Mienfoo,mienfoo,2000-01-02,50-7-15-15,48-13-15-12,,46-15-15-15,-,-8.00%,-9.00%,-,-,8.00%,D,48-13-15-12
563,1500,Mienshao,mienshao,2001-01-02,20.5-0-15-15,20-4-15-15,,19-15-15-15,-,1.00%,1.00%,-,-,0.00%,B,20.5-0-15-15
564,1500,Mightyena,mightyena,2001-01-03,30-0-12-14,29-4-13-15,,27-15-15-15,-,1.00%,1.00%,-,-,0.00%,B,30-0-12-14
565,1500,Milotic,milotic,2001-03-01,19-0-15-11,18.5-5-11-14,,17-15-15-15,-,-2.00%,14.00%,-,-,0.00%,M,17-15-15-15
566,1500,Miltank,miltank,2000-01-03,24.5-0-14-14,24-4-14-11,,22-15-15-15,-,2.00%,5.00%,-,-,1.00%,B,24.5-0-14-14
567,1500,Mime (Jr),mime_jr,2000-03-02,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
568,1500,Minccino,minccino,2000-01-03,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
569,1500,Minun,minun,2001-04-02,38.5-0-15-14,37-4-14-12,,31.5-15-15-15,-,-18.00%,-14.00%,-,-,-14.00%,M,31.5-15-15-15
570,1500,Misdreavus,misdreavus,2001-01-02,29.5-1-15-15,29.5-4-10-14,,27-15-15-15,-,-20.00%,-17.00%,-,-,-17.00%,M,27-15-15-15
571,1500,Misdreavus (Shadow),misdreavus_shadow,2001-01-03,29.5-1-15-15,29.5-4-10-14,,27-15-15-15,-,9.00%,1.00%,-,-,0.00%,B,29.5-1-15-15
572,1500,Mismagius,mismagius,2000-03-01,21.5-0-15-15,21.5-5-8-13,,20-15-15-15,-,0.00%,4.00%,-,-,3.00%,D,21.5-5-8-13
573,1500,Mismagius (Shadow),mismagius_shadow,2000-04-01,21.5-0-15-15,21.5-5-8-13,,20-15-15-15,-,0.00%,0.00%,-,-,-4.00%,M,20-15-15-15
574,1500,Moltres,moltres,2000-05-04,16-1-15-15,16-4-11-12,,15-15-15-15,-,-26.00%,-25.00%,-,-,-25.00%,M,15-15-15-15
575,1500,Moltres (Shadow),moltres_shadow,2000-06-05,16-1-15-15,16-4-11-12,,15-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,15-15-15-15
576,1500,Monferno,monferno,2000-01-03,43.5-0-15-14,41-5-15-14,,36.5-15-15-15,-,-27.00%,-25.00%,-,-,-25.00%,M,36.5-15-15-15
577,1500,Mothim,mothim,2000-01-02,32.5-0-15-15,31.5-4-14-14,,28.5-15-15-15,-,0.00%,4.00%,-,-,0.00%,M,28.5-15-15-15
578,1500,Mr. Mime,mr_mime,2000-03-02,25.5-0-13-15,25.5-4-11-11,,23.5-15-15-15,-,-2.00%,10.00%,-,-,0.00%,M,23.5-15-15-15
579,1500,Mr. Mime (Galarian),mr_mime_galarian,2000-01-03,27.5-1-15-13,27-6-15-10,,25-15-15-15,-,-20.00%,-9.00%,-,-,-9.00%,M,25-15-15-15
580,1500,Mr. Rime,mr_rime,2000-02-04,20-0-14-13,20-4-12-8,,18.5-15-15-15,-,3.00%,0.00%,-,-,-10.00%,M,18.5-15-15-15
581,1500,Mudkip,mudkip,2001-04-03,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
582,1500,Mudkip (Shadow),mudkip_shadow,2001-04-03,50-15-15-15,50-15-15-15,24-5-15-6,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
583,1500,Muk,muk,2003-05-02,20.5-0-15-15,20.5-4-12-9,24-5-15-6,19-15-15-15,-,11.00%,3.00%,-,-,0.00%,B,20.5-0-15-15
584,1500,Muk (Alolan),muk_alolan,2002-02-04,20.5-0-15-15,20.5-4-12-9,,19-15-15-15,-,-25.00%,-24.00%,-,-,-23.00%,M,19-15-15-15
585,1500,Muk (Shadow),muk_shadow,2002-06-02,20.5-0-15-15,20.5-4-12-9,,19-15-15-15,-,2.00%,1.00%,-,-,-36.00%,B,20.5-0-15-15
586,1500,Munchlax,munchlax,2000-01-02,32-0-14-13,31-4-12-10,,27.5-15-15-15,-,23.00%,2.00%,-,-,-20.00%,B,32-0-14-13
587,1500,Munna,munna,2000-03-01,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
588,1500,Murkrow,murkrow,2000-02-03,43.5-0-15-14,40.5-6-15-15,,37-15-15-15,-,-9.00%,-7.00%,-,-,-7.00%,M,37-15-15-15
589,1500,Musharna,musharna,2000-03-01,21-0-12-15,20.5-5-14-11,,19-15-15-15,-,-4.00%,-1.00%,-,-,3.00%,D,20.5-5-14-11
590,1500,Natu,natu,2001-01-03,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
591,1500,Nidoking,nidoking,2002-02-03,22-0-14-15,21.5-6-12-15,,20-15-15-15,-,-42.00%,-40.00%,-,-,-40.00%,M,20-15-15-15
592,1500,Nidoking (Shadow),nidoking_shadow,2002-02-04,22-0-14-15,21.5-6-12-15,,20-15-15-15,-,-23.00%,-20.00%,-,-,-20.00%,M,20-15-15-15
593,1500,Nidoqueen,nidoqueen,2001-02-04,23-0-15-12,22-8-13-15,,21-15-15-15,-,-64.00%,-63.00%,-,-,-63.00%,M,21-15-15-15
594,1500,Nidoqueen (Shadow),nidoqueen_shadow,2001-02-05,23-0-15-12,22-8-13-15,,21-15-15-15,-,-47.00%,-45.00%,-,-,-45.00%,M,21-15-15-15
595,1500,Nidoran♀,nidoran_female,2001-01-02,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
596,1500,Nidoran♀ (Shadow),nidoran_female_shadow,2001-01-03,50-15-15-15,50-15-15-15,42-6-15-11,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
597,1500,Nidoran♂,nidoran_male,2001-01-04,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
598,1500,Nidoran♂ (Shadow),nidoran_male_shadow,2001-01-04,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
599,1500,Nidorina,nidorina,2001-02-03,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
600,1500,Nidorina (Shadow),nidorina_shadow,2001-03-04,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
601,1500,Nidorino,nidorino,2000-04-02,49.5-8-15-15,46.5-14-15-15,,45.5-15-15-15,-,-19.00%,-19.00%,-,-,-18.00%,M,45.5-15-15-15
602,1500,Nidorino (Shadow),nidorino_shadow,2000-04-03,49.5-8-15-15,46.5-14-15-15,,45.5-15-15-15,-,-3.00%,-1.00%,-,-,0.00%,M,45.5-15-15-15
603,1500,Nincada,nincada,2000-03-02,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
604,1500,Ninetales,ninetales,2002-08-07,25-0-15-15,24.5-5-12-14,,23-15-15-15,-,6.00%,8.00%,-,-,2.00%,B,25-0-15-15
605,1500,Ninetales (Alolan),ninetales_alolan,2002-05-02,25-0-14-12,24.5-4-9-15,,22.5-15-15-15,-,-36.00%,-32.00%,-,-,-32.00%,M,22.5-15-15-15
606,1500,Ninetales (Shadow),ninetales_shadow,2002-08-06,25-0-15-15,24.5-5-12-14,,23-15-15-15,-,-13.00%,-10.00%,-,-,-10.00%,M,23-15-15-15
607,1500,Ninjask,ninjask,2000-03-01,29-0-12-15,28-5-14-15,,26.5-15-15-15,-,-42.00%,-40.00%,-,-,-40.00%,M,26.5-15-15-15
608,1500,Noctowl,noctowl,2001-03-02,28.5-1-14-15,28-4-14-12,,25.5-15-15-15,-,-6.00%,-1.00%,-,-,-1.00%,M,25.5-15-15-15
609,1500,Noibat,noibat,2001-02-01,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
610,1500,Noivern,noivern,2000-03-04,20.5-0-15-12,20.5-4-8-12,,19-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,19-15-15-15
611,1500,Nosepass,nosepass,2001-03-02,50-15-15-15,50-15-15-15,28.5-5-14-10,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
612,1500,Nosepass (Shadow),nosepass_shadow,2001-03-02,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
613,1500,Numel,numel,2000-03-01,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
614,1500,Nuzleaf,nuzleaf,2000-03-01,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
615,1500,Nuzleaf (Shadow),nuzleaf_shadow,2000-04-01,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
616,1500,Obstagoon,obstagoon,2000-04-02,21.5-0-14-15,21-4-13-15,,19.5-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,19.5-15-15-15
617,1500,Octillery,octillery,2001-04-02,24.5-0-15-13,24.5-4-15-6,,22.5-15-15-15,-,0.00%,-1.00%,-,-,-18.00%,M,22.5-15-15-15
618,1500,Oddish,oddish,2001-03-04,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
619,1500,Oddish (Shadow),oddish_shadow,2001-03-04,50-15-15-15,50-15-15-15,23-5-11-12,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
620,1500,Omanyte,omanyte,2000-05-02,45.5-0-13-15,44.5-4-9-15,,38-15-15-15,-,17.00%,2.00%,-,-,-1.00%,B,45.5-0-13-15
621,1500,Omanyte (Shadow),omanyte_shadow,2000-05-02,45.5-0-13-15,44.5-4-9-15,,38-15-15-15,-,-29.00%,-27.00%,-,-,-27.00%,M,38-15-15-15
622,1500,Omastar,omastar,2000-04-03,20.5-0-9-15,20-4-14-11,,18.5-15-15-15,-,-47.00%,-46.00%,-,-,-46.00%,M,18.5-15-15-15
623,1500,Omastar (Shadow),omastar_shadow,2000-05-04,20.5-0-9-15,20-4-14-11,26.5-5-12-15,18.5-15-15-15,-,-34.00%,-33.00%,-,-,-33.00%,M,18.5-15-15-15
624,1500,Onix,onix,2000-03-04,50-15-15-15,50-15-15-15,26.5-5-12-15,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
625,1500,Oshawott,oshawott,2001-01-02,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
626,1500,Pachirisu,pachirisu,2001-03-02,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
627,1500,Palkia,palkia,2000-01-02,14-1-10-14,14-4-5-14,,13-15-15-15,-,0.00%,2.00%,-,-,2.00%,D,14-4-5-14
628,1500,Palpitoad,palpitoad,2001-01-02,49.5-9-15-15,48.5-12-13-14,,46-15-15-15,-,-3.00%,-2.00%,-,-,-1.00%,M,46-15-15-15
629,1500,Pancham,pancham,2001-01-02,48-1-15-15,47.5-4-14-11,,40.5-15-15-15,-,1.00%,3.00%,-,-,1.00%,B,48-1-15-15
630,1500,Pangoro,pangoro,2002-01-03,19.5-0-13-13,19-5-12-15,,18-15-15-15,-,-78.00%,-78.00%,-,-,-78.00%,M,18-15-15-15
631,1500,Panpour,panpour,2001-02-01,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
632,1500,Pansage,pansage,2001-03-01,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
633,1500,Pansear,pansear,2000-03-01,50-15-15-15,50-15-15-15,26.5-6-11-12,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
634,1500,Paras,paras,2000-03-02,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
635,1500,Parasect,parasect,2001-03-01,32-0-13-15,30.5-4-15-12,,28-15-15-15,-,-32.00%,-31.00%,-,-,-31.00%,M,28-15-15-15
636,1500,Patrat,patrat,2000-03-02,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
637,1500,Pawniard,pawniard,2000-02-03,50-2-15-15,49-4-15-14,,43.5-15-15-15,-,-8.00%,-5.00%,-,-,-4.00%,M,43.5-15-15-15
638,1500,Pelipper,pelipper,2001-04-02,27-0-12-15,26-6-15-13,,24.5-15-15-15,-,-4.00%,-1.00%,-,-,-1.00%,M,24.5-15-15-15
639,1500,Perrserker,perrserker,2001-01-02,23.5-1-15-15,23.5-4-15-9,,22-15-15-15,-,-26.00%,-26.00%,-,-,-26.00%,M,22-15-15-15
640,1500,Persian,persian,2000-02-06,39-0-14-13,36-5-15-15,,32-15-15-15,-,-3.00%,5.00%,-,-,3.00%,D,36-5-15-15
641,1500,Persian (Alolan),persian_alolan,2000-02-04,34.5-1-15-15,33-6-15-12,,29.5-15-15-15,-,3.00%,2.00%,-,-,-27.00%,B,34.5-1-15-15
642,1500,Persian (Shadow),persian_shadow,2000-03-05,39-0-14-13,36-5-15-15,,32-15-15-15,-,-19.00%,-17.00%,-,-,-17.00%,M,32-15-15-15
643,1500,Petilil,petilil,2000-02-01,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
644,1500,Phanpy,phanpy,2000-01-03,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
645,1500,Phantump,phantump,2000-02-03,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
646,1500,Phione,phione,2001-02-01,27.5-0-13-13,27-4-11-13,,24.5-15-15-15,-,1.00%,2.00%,-,-,1.00%,B,27.5-0-13-13
647,1500,Pichu,pichu,2001-03-01,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
648,1500,Pidgeot,pidgeot,2001-01-03,27-0-14-14,26-6-13-15,,24.5-15-15-15,-,0.00%,0.00%,-,-,1.00%,D,26-6-13-15
649,1500,Pidgeot (Mega),pidgeot_mega,2001-03-01,15-1-15-14,15-6-12-10,,14-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,14-15-15-15
650,1500,Pidgeotto,pidgeotto,2001-01-03,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
651,1500,Pidgey,pidgey,2000-01-03,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
652,1500,Pidove,pidove,2001-01-02,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
653,1500,Pignite,pignite,2000-02-01,29.5-0-15-15,29.5-4-10-15,,27-15-15-15,-,4.00%,1.00%,-,-,1.00%,B,29.5-0-15-15
654,1500,Pikachu,pikachu,2002-05-02,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
655,1500,Pikachu (Flying),pikachu_flying,2001-04-02,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
