#,LeagueCP,Name,SpeciesID,Moves Set,BEST,DEFAULT,DEFAULT_XL,MAX,b2x,b2d,b2m,x2d,x2m,d2m,RESULT,IV
520,2500,波波,pidgey,0-01-03,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
521,2500,波皇子,prinplup,0-03-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
522,2500,泥偶小人,golett,1-03-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
523,2500,泥偶巨人,golurk,1-03-02,36-0-13-14,35-5-11-12,,31-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,31-15-15-15
524,2500,泥巴魚,stunfisk,1-03-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
525,2500,泥巴魚 伽勒爾型態,stunfisk_galarian,1-04-01,50-15-15-15,40-15-15-15,50-15-15-15,50-15-15-15,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,M,50-15-15-15
527,2500,泥泥鰍,barboach,0-01-03,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
528,2500,泳圈鼬,buizel,0-01-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
529,2500,洛奇亞,lugia,0-04-01,25.5-1-13-13,25-7-12-8,,23.5-15-15-15,-,2.00%,4.00%,-,-,0.00%,B,25.5-1-13-13
530,2500,洛托姆 切割洛托姆,rotom_mow,1-03-01,43-0-15-15,38.5-13-14-14,,37.5-15-15-15,-,-4.00%,-3.00%,-,-,-1.00%,M,37.5-15-15-15
531,2500,洛托姆 加熱洛托姆,rotom_heat,1-03-01,43-0-15-15,38.5-13-14-14,,37.5-15-15-15,-,-22.00%,-21.00%,-,-,-21.00%,M,37.5-15-15-15
532,2500,洛托姆 旋轉洛托姆,rotom_fan,0-03-01,43-0-15-15,38.5-13-14-14,,37.5-15-15-15,-,-18.00%,-17.00%,-,-,-26.00%,M,37.5-15-15-15
533,2500,洛托姆 洛托姆的樣子,rotom,1-03-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
534,2500,洛托姆 清洗洛托姆,rotom_wash,1-03-01,43-0-15-15,38.5-13-14-14,,37.5-15-15-15,-,-50.00%,-50.00%,-,-,-50.00%,M,37.5-15-15-15
535,2500,洛托姆 結冰洛托姆,rotom_frost,1-03-01,43-0-15-15,38.5-13-14-14,,37.5-15-15-15,-,-22.00%,-21.00%,-,-,-21.00%,M,37.5-15-15-15
536,2500,派拉斯,paras,0-03-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
537,2500,派拉斯特,parasect,1-03-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
538,2500,流氓熊貓,pangoro,2-01-03,34.5-0-14-15,33-8-13-11,,30-15-15-15,-,-83.00%,-83.00%,-,-,-83.00%,M,30-15-15-15
539,2500,流氓鱷,krookodile,1-01-02,31.5-0-13-15,29.5-10-13-15,,28.5-15-15-15,-,-42.00%,-41.00%,-,-,-40.00%,M,28.5-15-15-15
540,2500,浮潛鼬,floatzel,0-02-01,47.5-0-14-15,40-15-15-15,,41.5-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,41.5-15-15-15
541,2500,海兔獸 東海型態,gastrodon_east_sea,2016-01-03,50-6-15-15,40-15-15-15,,45.5-15-15-15,-,10.00%,-23.00%,-,-,0.00%,M,45.5-15-15-15
542,2500,海兔獸 西海型態,gastrodon_west_sea,2016-01-03,50-6-15-15,40-15-15-15,,45.5-15-15-15,-,10.00%,-23.00%,-,-,0.00%,M,45.5-15-15-15
543,2500,海刺龍,seadra,0-04-03,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
544,2500,海星星,staryu,0-01-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
545,2500,海豹球,spheal,1-02-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
546,2500,海魔獅,sealeo,0-02-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
547,2500,混混鱷,krokorok,1-02-03,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
548,2500,溜溜糖球,surskit,0-03-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
549,2500,溶食獸,gulpin,1-03-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
550,2500,滑滑小子,scraggy,0-03-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
551,2500,滾滾蝙蝠,woobat,1-03-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
552,2500,火伊布,flareon,1-02-05,31-1-15-15,30.5-6-10-15,,28.5-15-15-15,-,-20.00%,-17.00%,-,-,-17.00%,M,28.5-15-15-15
553,2500,火岩鼠,quilava,0-03-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
554,2500,火恐龍,charmeleon,1-01-04,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
555,2500,火恐龍 暗影化,charmeleon_shadow,1-01-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
556,2500,火炎獅,pyroar,0-02-01,38-0-15-12,36-7-12-14,,33-15-15-15,-,-23.00%,-21.00%,-,-,-21.00%,M,33-15-15-15
557,2500,火炎獅 雌性,pyroar_female,0-02-03,38-0-15-12,36-7-12-14,,33-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,33-15-15-15
558,2500,火焰雞,blaziken,0-02-06,35-1-15-15,34.5-5-12-14,,31-15-15-15,-,0.00%,3.00%,-,-,0.00%,M,31-15-15-15
559,2500,火焰鳥,moltres,0-06-04,27-1-10-15,26.5-5-13-11,,25-15-15-15,-,-42.00%,-42.00%,-,-,-42.00%,M,25-15-15-15
560,2500,火焰鳥 暗影化,moltres_shadow,0-06-05,27-1-10-15,26.5-5-13-11,,25-15-15-15,-,-14.00%,-14.00%,-,-,-14.00%,M,25-15-15-15
561,2500,火爆猴,primeape,0-01-04,50-7-15-15,40-15-15-15,,47-15-15-15,-,14.00%,-6.00%,-,-,0.00%,M,47-15-15-15
562,2500,火爆獸,typhlosion,2-01-04,35-0-13-15,35-5-13-6,,30.5-15-15-15,-,-34.00%,-34.00%,-,-,-34.00%,M,30.5-15-15-15
563,2500,火狐狸,fennekin,0-02-03,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
564,2500,火球鼠,cyndaquil,0-02-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
565,2500,火神蛾,volcarona,1-03-01,25.5-0-15-14,25-5-14-12,,24-15-15-15,-,1.00%,1.00%,-,-,0.00%,B,25.5-0-15-14
566,2500,火稚雞,torchic,0-02-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
567,2500,火箭雀,fletchinder,0-02-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
568,2500,火紅不倒翁,darumaka,0-01-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
569,2500,火紅不倒翁 伽勒爾型態,darumaka_galarian,0-02-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
570,2500,灰塵山,garbodor,0-02-04,50-3-15-15,40-15-15-15,,45-15-15-15,-,1.00%,-22.00%,-,-,0.00%,M,45-15-15-15
571,2500,炎帝,entei,1-03-05,26.5-3-15-14,26-8-13-14,,25-15-15-15,-,0.00%,2.00%,-,-,13.00%,D,26-8-13-14
572,2500,炎帝 暗影化,entei_shadow,1-03-06,26.5-3-15-14,26-8-13-14,,25-15-15-15,-,-9.00%,-8.00%,-,-,-8.00%,M,25-15-15-15
573,2500,炎武王,emboar,0-04-01,32.5-0-15-14,32-6-10-14,,29-15-15-15,-,-26.00%,-24.00%,-,-,-24.00%,M,29-15-15-15
574,2500,炒炒豬,pignite,0-02-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
575,2500,烈咬陸鯊,garchomp,1-04-03,23.5-0-14-13,23-8-15-7,,22-15-15-15,-,-35.00%,-31.00%,-,-,-31.00%,M,22-15-15-15
576,2500,烈焰猴,infernape,0-02-01,39.5-1-15-14,35.5-14-15-14,,35-15-15-15,-,-23.00%,-23.00%,-,-,-23.00%,M,35-15-15-15
577,2500,烈焰馬,rapidash,2-01-03,47-0-15-14,40-15-15-15,,41-15-15-15,-,-54.00%,-54.00%,-,-,0.00%,M,41-15-15-15
578,2500,烈焰馬 伽勒爾型態,rapidash_galarian,1-01-03,47-0-15-14,40-15-15-15,,41-15-15-15,-,-10.00%,-11.00%,-,-,0.00%,M,41-15-15-15
579,2500,烈空坐,rayquaza,1-03-01,24-1-14-15,23.5-9-11-14,,22.5-15-15-15,-,0.00%,3.00%,-,-,0.00%,M,22.5-15-15-15
594,2500,烈箭鷹,talonflame,0-1-3,50-15-15-15,40-15-15-15,50-15-15-15,50-15-15-15,0%,0%,0%,0%,0%,0%,M,50-15-15-15
581,2500,烈雀,spearow,1-02-03,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
582,2500,烏波,wooper,0-01-03,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
583,2500,烏賊王,malamar,1-04-01,50-3-15-15,40-15-15-15,,44.5-15-15-15,-,-7.00%,-11.00%,-,-,0.00%,M,44.5-15-15-15
584,2500,烏鴉頭頭,honchkrow,1-01-04,38.5-0-15-15,38-5-14-9,,34.5-15-15-15,-,-63.00%,-63.00%,-,-,-63.00%,M,34.5-15-15-15
585,2500,無殼海兔 東海型態,shellos_east_sea,2016-01-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
586,2500,無殼海兔 西海型態,shellos_west_sea,2016-01-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
587,2500,無畏小子,tyrogue,0-03-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
588,2500,煤炭龜,torkoal,1-02-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
589,2500,熊寶寶,teddiursa,0-01-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
590,2500,熊寶寶 暗影化,teddiursa_shadow,0-01-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
591,2500,熔岩蝸牛,magcargo,0-03-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
592,2500,熔岩蟲,slugma,0-03-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
593,2500,熔蟻獸,heatmor,0-01-03,49-1-15-14,40-15-15-15,,43-15-15-15,-,3.00%,3.00%,-,-,0.00%,B,49-1-15-14
594,2500,熱帶龍,tropius,0-02-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
595,2500,燃燒蟲,larvesta,1-02-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
596,2500,燈火幽靈,lampent,1-01-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
597,2500,燈籠魚,chinchou,0-02-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
598,2500,燭光靈,litwick,1-02-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
599,2500,爆炸頭水牛,bouffalant,0-04-01,37.5-0-14-15,36.5-6-14-8,,32.5-15-15-15,-,-21.00%,-15.00%,-,-,-14.00%,M,32.5-15-15-15
600,2500,爆音怪,exploud,1-01-02,50-4-15-14,40-15-15-15,,45-15-15-15,-,4.00%,2.00%,-,-,0.00%,B,50-4-15-14
601,2500,爆香猴,pansear,0-03-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
602,2500,爆香猿,simisear,1-01-03,49.5-3-15-15,40-15-15-15,,44.5-15-15-15,-,39.00%,-37.00%,-,-,0.00%,M,44.5-15-15-15
603,2500,牙牙,axew,1-02-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
604,2500,狃拉,sneasel,1-01-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
605,2500,狃拉 暗影化,sneasel_shadow,1-01-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
606,2500,狡猾天狗,shiftry,3-03-01,50-3-15-15,40-15-15-15,48-9-15-14,45.5-15-15-15,-11.00%,14.00%,-9.00%,11.00%,-8.00%,0.00%,M,45.5-15-15-15
608,2500,狡猾天狗 暗影化,shiftry_shadow,3-04-01,50-3-15-15,40-15-15-15,48-9-15-14,45.5-15-15-15,-22.00%,24.00%,-20.00%,22.00%,-20.00%,0.00%,M,45.5-15-15-15
610,2500,狩獵鳳蝶,beautifly,0-02-03,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
611,2500,猛火猴,monferno,0-01-03,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
612,2500,猴怪,mankey,0-02-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
613,2500,獨劍鞘,honedge,0-02-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
614,2500,獨角犀牛,rhyhorn,0-03-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
615,2500,獨角蟲,weedle,0-01-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
616,2500,獨角蟲 暗影化,weedle_shadow,0-02-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
617,2500,獵斑魚,huntail,1-01-02,50-3-15-15,40-15-15-15,,45-15-15-15,-,21.00%,41.00%,-,-,0.00%,B,50-3-15-15
618,2500,珍珠貝,clamperl,0-01-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
619,2500,班基拉斯,tyranitar,2-01-04,24.5-0-13-11,23.5-6-15-13,,22.5-15-15-15,-,51.00%,14.00%,-,-,13.00%,B,24.5-0-13-11
620,2500,班基拉斯 暗影化,tyranitar_shadow,2-01-04,24.5-0-13-11,23.5-6-15-13,,22.5-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,22.5-15-15-15
621,2500,瑪力露,marill,0-01-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
622,2500,瑪力露麗,azumarill,0-03-02,50-15-15-15,40-15-15-15,50-15-15-15,50-15-15-15,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,M,50-15-15-15
624,2500,瑪沙那,meditite,0-03-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
625,2500,瑪狃拉,weavile,2-01-03,32-0-14-15,32-6-9-11,,29-15-15-15,-,-13.00%,-12.00%,-,-,-11.00%,M,29-15-15-15
626,2500,瑪狃拉 暗影化,weavile_shadow,2-01-03,32-0-14-15,32-6-9-11,,29-15-15-15,-,-58.00%,-57.00%,-,-,-57.00%,M,29-15-15-15
627,2500,瑪瑙水母,tentacool,0-03-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
628,2500,瑪納霏,manaphy,0-03-02,29-0-15-10,28.5-5-7-14,,26.5-15-15-15,-,-4.00%,-1.00%,-,-,-1.00%,M,26.5-15-15-15
629,2500,瓦斯彈,koffing,1-04-03,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
630,2500,瓦斯彈 暗影化,koffing_shadow,0-04-03,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
631,2500,甜甜螢,illumise,0-01-03,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
632,2500,由克希,uxie,0-01-03,46.5-1-12-15,40-15-12-13,,39-15-15-15,-,-8.00%,-8.00%,-,-,7.00%,D,40-15-12-13
633,2500,甲殼繭,silcoon,0-1-0,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
634,2500,甲殼龍,shelgon,0-01-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
635,2500,甲殼龍 暗影化,shelgon_shadow,0-01-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
636,2500,甲賀忍蛙,greninja,0-03-04,41-0-13-14,36.5-15-12-15,,35.5-15-15-15,-,17.00%,18.00%,-,-,21.00%,B,41-0-13-14
637,2500,畢力吉翁,virizion,0-02-01,32.5-1-15-12,30-8-14-14,,28.5-15-15-15,-,19.00%,3.00%,-,-,1.00%,B,32.5-1-15-12
638,2500,白海獅,dewgong,1-04-05,50-15-15-15,40-15-15-15,50-15-15-15,50-15-15-15,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,M,50-15-15-15
640,2500,百合根娃娃,petilil,0-02-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
641,2500,百變怪,ditto,0-1-0,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
642,2500,百足蜈蚣,venipede,0-03-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
643,2500,皮丘,pichu,1-03-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
644,2500,皮卡丘,pikachu,2-05-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
645,2500,皮卡丘 面罩摔角手,pikachu_libre,1-01-03,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
646,2500,皮卡丘 飛翔氣球,pikachu_flying,1-04-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
647,2500,皮可西,clefable,1-03-02,49-0-15-13,40-15-15-15,47-6-13-11,42-15-15-15,0.00%,11.00%,0.00%,2.00%,0.00%,0.00%,M,42-15-15-15
649,2500,皮寶寶,cleffa,1-01-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
650,2500,皮皮,clefairy,1-01-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
651,2500,盆才怪,bonsly,0-02-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
652,2500,盔甲鳥,skarmory,0-01-04,50-15-15-15,40-15-15-15,50-15-15-15,50-15-15-15,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,M,50-15-15-15
654,2500,盔甲鳥 暗影化,skarmory_shadow,0-01-04,50-15-15-15,40-15-15-15,50-15-15-15,50-15-15-15,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,M,50-15-15-15
656,2500,直衝熊,linoone,0-02-03,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
657,2500,直衝熊 伽勒爾型態,linoone_galarian,1-01-03,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
658,2500,盾甲繭,cascoon,0-1-0,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
659,2500,盾甲龍,shieldon,0-02-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
660,2500,石丸子,roggenrola,0-03-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
661,2500,石居蟹,dwebble,1-03-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
662,2500,破破袋,trubbish,0-03-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
663,2500,禿鷹丫頭,vullaby,1-01-03,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
664,2500,禿鷹娜,mandibuzz,1-03-04,50-15-15-15,40-15-15-15,50-15-15-15,50-15-15-15,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,M,50-15-15-15
666,2500,種子鐵球,ferroseed,0-03-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
667,2500,穿山王,sandslash,1-02-01,50-2-14-15,40-15-15-15,,44-15-15-15,-,4.00%,2.00%,-,-,0.00%,B,50-2-14-15
668,2500,穿山王 暗影化,sandslash_shadow,1-02-01,50-2-14-15,40-15-15-15,,44-15-15-15,-,-47.00%,-48.00%,-,-,0.00%,M,44-15-15-15
669,2500,穿山王 阿羅拉型態,sandslash_alolan,1-04-02,49-0-14-15,40-15-15-15,47-4-14-15,42-15-15-15,-,-8.00%,-10.00%,-,-,0.00%,M,42-15-15-15
670,2500,穿山鼠,sandshrew,0-03-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
671,2500,穿山鼠 暗影化,sandshrew_shadow,0-03-05,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
672,2500,穿山鼠 阿羅拉型態,sandshrew_alolan,1-03-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
673,2500,章魚桶,octillery,0-04-02,50-5-15-15,40-15-15-15,,46-15-15-15,-,15.00%,-1.00%,-,-,0.00%,M,46-15-15-15
674,2500,粉蝶蛹,spewpa,0-1-0,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
675,2500,粉蝶蟲,scatterbug,0-1-0,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
676,2500,粉香香,spritzee,1-02-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
677,2500,索羅亞,zorua,0-03-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
678,2500,索羅亞克,zoroark,0-02-03,42-1-15-15,39.5-12-12-15,,38-15-15-15,-,-35.00%,-34.00%,-,-,-34.00%,M,38-15-15-15
679,2500,紳士蛾,mothim,0-01-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
680,2500,結草兒 垃圾蓑衣,burmy_trash,0-1-0,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
681,2500,結草兒 砂土蓑衣,burmy_sandy,0-1-0,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
682,2500,結草兒 草木蓑衣,burmy_plant,0-1-0,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
683,2500,結草貴婦 垃圾蓑衣,wormadam_trash,1-02-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
684,2500,結草貴婦 砂土蓑衣,wormadam_sandy,1-01-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
685,2500,結草貴婦 草木蓑衣,wormadam_plant,1-02-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
686,2500,綠毛蟲,caterpie,0-1-0,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
687,2500,綿綿泡芙,swirlix,0-02-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
688,2500,羅絲雷朵,roserade,0-02-03,33-0-12-15,31-7-15-13,,29-15-15-15,-,0.00%,4.00%,-,-,1.00%,D,31-7-15-13
689,2500,美洛耶塔 歌聲型態,meloetta_aria,0-03-04,23.5-0-14-13,23.5-5-8-9,,22-15-15-15,-,-21.00%,-21.00%,-,-,-21.00%,M,22-15-15-15
690,2500,美洛耶塔 舞步型態,meloetta_pirouette,1-01-02,23.5-1-15-15,23-10-12-13,,22-15-15-15,-,-28.00%,-27.00%,-,-,28.00%,D,23-10-12-13
691,2500,美納斯,milotic,1-03-01,33-0-13-15,31.5-6-10-14,,29-15-15-15,-,1.00%,17.00%,-,-,-10.00%,B,33-0-13-15
692,2500,美錄坦,meltan,0-02-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
693,2500,美錄梅塔,melmetal,0-03-04,26-0-13-15,26-5-6-12,25.5-6-14-9,24-15-15-15,-1.00%,-1.00%,16.00%,13.00%,13.00%,13.00%,X,25.5-6-14-9
695,2500,美麗花,bellossom,1-02-01,50-9-15-15,40-15-15-15,,47-15-15-15,-,31.00%,-7.00%,-,-,0.00%,M,47-15-15-15
