count,Name,SpeciesID,BEST,DEFAULT,MAX,B2D,D2M,B2M,RESULT
693,貓老大 暗影化,persian_shadow,39-0-14-13,38.5-5-8-11,32-15-15-15,-19%,-3%,-19%,32-15-15-15
694,貓老大 阿羅拉型態,persian_alolan,34.5-1-15-15,34.5-5-10-12,29.5-15-15-15,30%,-27%,30%,34.5-1-15-15
695,貓頭夜鷹,noctowl,28.5-1-14-15,28-6-13-8,25.5-15-15-15,-2%,1%,-2%,28-6-13-8
696,貓鼬斬,zangoose,23.5-0-15-10,22.5-9-14-11,21.5-15-15-15,-61%,-60%,-61%,21.5-15-15-15
697,負電拍拍,minun,38.5-0-15-14,37.5-5-14-8,31.5-15-15-15,-17%,-13%,-17%,31.5-15-15-15
698,赤面龍,druddigon,20.5-0-15-15,20-10-11-12,19-15-15-15,0%,0%,0%,19-15-15-15
699,赫拉克羅斯,heracross,18-0-15-15,17.5-8-15-11,16.5-15-15-15,8%,19%,8%,18-0-15-15
700,走路草,oddish,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
701,走路草 暗影化,oddish_shadow,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
702,超夢,mewtwo,13-4-15-15,13-5-14-11,12.5-15-15-15,0%,0%,0%,12.5-15-15-15
703,超夢 暗影化,mewtwo_shadow,13-4-15-15,13-5-14-11,12.5-15-15-15,1%,0%,1%,13-4-15-15
704,超夢 裝甲型態,mewtwo_armored,18-1-10-12,17.5-6-6-15,16-15-15-15,-1%,0%,-1%,16-15-15-15
705,超甲狂犀,rhyperior,15-0-14-14,14.5-9-12-14,14-15-15-15,0%,0%,0%,14-15-15-15
706,超音波幼蟲,vibrava,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
707,超音波幼蟲 暗影化,vibrava_shadow,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
708,超音蝠,zubat,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
709,超音蝠 暗影化,zubat_shadow,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
710,路卡利歐,lucario,20.5-1-15-15,20.5-9-10-10,19-15-15-15,0%,0%,0%,19-15-15-15
711,跳跳豬,spoink,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
712,車輪毬,whirlipede,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
713,輕飄飄,frillish,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
714,迷你冰,vanillite,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
715,迷你龍,dratini,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
716,迷你龍 暗影化,dratini_shadow,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
717,迷唇姐,jynx,22-0-14-15,21.5-5-14-12,20.5-15-15-15,0%,0%,0%,20.5-15-15-15
718,迷唇娃,smoochum,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
719,過動猿,vigoroth,29-1-15-15,28-5-15-14,26.5-15-15-15,-5%,-2%,-5%,26.5-15-15-15
720,達克萊伊,darkrai,14.5-10-13-11,14-12-15-14,14-15-15-15,46%,-46%,46%,14.5-10-13-11
721,達摩狒狒 伽勒爾普通型態,darmanitan_galarian_standard,18-0-15-11,17.5-9-14-10,16.5-15-15-15,1%,0%,1%,18-0-15-11
722,達摩狒狒 伽勒爾達摩型態,darmanitan_galarian_zen,14-2-15-14,15-5-11-6,13-15-15-15,0%,16%,0%,15-5-11-6
723,達摩狒狒 普通型態,darmanitan_standard,18-0-15-11,17.5-9-14-10,16.5-15-15-15,1%,0%,1%,18-0-15-11
724,達摩狒狒 達摩型態,darmanitan_zen,15-0-14-13,15-5-11-6,14-15-15-15,0%,0%,0%,14-15-15-15
725,遠古巨蜓,yanmega,19-0-14-15,18.5-6-15-12,17.5-15-15-15,0%,0%,0%,17.5-15-15-15
726,酋雷姆,kyurem,15.5-1-15-15,15.5-7-12-6,14.5-15-15-15,1%,9%,1%,15.5-1-15-15
727,酋雷姆 焰白型態,kyurem_white,12-1-12-15,12-6-6-13,11-15-15-15,0%,2%,0%,12-6-6-13
728,酋雷姆 闇黑型態,kyurem_black,12-1-12-15,12-6-6-13,11-15-15-15,0%,0%,0%,11-15-15-15
729,酷豹,liepard,31.5-0-15-14,30-7-15-10,28-15-15-15,-57%,60%,-57%,30-7-15-10
730,醜醜魚,feebas,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
731,野蠻鱸魚,basculin,27.5-0-11-15,26-7-14-15,25-15-15-15,2%,-10%,2%,25-15-15-15
732,金屬怪,metang,38-0-13-15,37-5-12-8,31-15-15-15,-20%,-18%,-20%,31-15-15-15
733,金屬怪 暗影化,metang_shadow,38-0-13-15,37-5-12-8,31-15-15-15,2%,2%,2%,38-0-13-15
734,金魚王,seaking,26.5-0-14-14,26-7-7-15,24-15-15-15,1%,3%,1%,26.5-0-14-14
735,鈴鐺響,chingling,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
736,鉗尾蠍,skorupi,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
737,銅鏡怪,bronzor,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
738,鐮刀盔,kabutops,21-0-14-10,20.5-7-8-13,19-15-15-15,-39%,39%,-39%,20.5-7-8-13
739,鐵啞鈴,beldum,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
740,鐵啞鈴 暗影化,beldum_shadow,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
741,鐵掌力士,hariyama,20-0-14-14,19.5-6-13-10,18.5-15-15-15,-4%,-2%,-4%,18.5-15-15-15
742,鐵殼蛹,kakuna,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
743,鐵殼蛹 暗影化,kakuna_shadow,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
744,鐵炮魚,remoraid,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
745,鐵甲蛹,metapod,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
746,鐵螯龍蝦,crawdaunt,22.5-2-15-14,22-9-14-12,21-15-15-15,-3%,-1%,-3%,21-15-15-15
747,鐵蟻,durant,21-1-15-15,20.5-7-11-15,19.5-15-15-15,1%,3%,1%,21-1-15-15
748,鐵面忍者,ninjask,29-0-12-15,28-8-13-11,26.5-15-15-15,-41%,-40%,-41%,26.5-15-15-15
749,鐵骨土人,gurdurr,26-1-15-15,26-6-11-10,24-15-15-15,3%,1%,3%,26-1-15-15
750,鑽角犀獸,rhydon,17.5-2-15-14,17.5-6-7-15,16.5-15-15-15,0%,-1%,0%,16.5-15-15-15
751,長尾怪手,aipom,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
752,長毛狗,stoutland,20-0-15-13,19.5-8-13-10,18.5-15-15-15,3%,1%,3%,20-0-15-13
753,長毛豬,piloswine,24.5-0-15-10,24-6-11-10,22-15-15-15,-43%,-42%,-43%,22-15-15-15
754,長翅鷗,wingull,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
755,長耳兔,lopunny,28-0-15-14,28-5-8-9,25.5-15-15-15,2%,0%,2%,28-0-15-14
756,長鼻葉,nuzleaf,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
757,長鼻葉 暗影化,nuzleaf_shadow,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
758,閃電鳥,zapdos,15.5-5-15-14,15-13-14-15,14.5-15-15-15,-42%,42%,-42%,15-13-14-15
759,閃電鳥 暗影化,zapdos_shadow,15.5-5-15-14,15-13-14-15,14.5-15-15-15,-37%,37%,-37%,15-13-14-15
760,阿利多斯,ariados,35-0-14-15,32-9-12-15,29.5-15-15-15,18%,-11%,18%,29.5-15-15-15
761,阿勃梭魯,absol,22-0-15-15,21.5-10-13-12,20.5-15-15-15,-43%,43%,-43%,21.5-10-13-12
762,阿勃梭魯 暗影化,absol_shadow,22-0-15-15,21.5-10-13-12,20.5-15-15-15,-20%,20%,-20%,21.5-10-13-12
763,阿柏怪,arbok,30.5-0-11-14,29-8-15-8,27-15-15-15,-21%,-9%,-21%,27-15-15-15
764,阿柏怪 暗影化,arbok_shadow,30.5-0-11-14,29-8-15-8,27-15-15-15,4%,6%,4%,30.5-0-11-14
765,阿柏蛇,ekans,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
766,阿柏蛇 暗影化,ekans_shadow,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
767,阿爾宙斯,arceus,14-0-15-14,14-7-5-10,13-15-15-15,4%,59%,4%,14-0-15-14
768,阿爾宙斯 冰屬性,arceus_ice,14-0-15-14,14-7-5-10,13-15-15-15,-24%,24%,-24%,14-7-5-10
769,阿爾宙斯 地面屬性,arceus_ground,14-0-15-14,14-7-5-10,13-15-15-15,-24%,24%,-24%,14-7-5-10
770,阿爾宙斯 妖精屬性,arceus_fairy,14-0-15-14,14-7-5-10,13-15-15-15,-20%,24%,-20%,14-7-5-10
771,阿爾宙斯 岩石屬性,arceus_rock,14-0-15-14,14-7-5-10,13-15-15-15,-24%,24%,-24%,14-7-5-10
772,阿爾宙斯 幽靈屬性,arceus_ghost,14-0-15-14,14-7-5-10,13-15-15-15,0%,2%,0%,14-7-5-10
773,阿爾宙斯 惡屬性,arceus_dark,14-0-15-14,14-7-5-10,13-15-15-15,-42%,42%,-42%,14-7-5-10
774,阿爾宙斯 格鬥屬性,arceus_fighting,14-0-15-14,14-7-5-10,13-15-15-15,-24%,24%,-24%,14-7-5-10
775,阿爾宙斯 毒屬性,arceus_poison,14-0-15-14,14-7-5-10,13-15-15-15,-24%,24%,-24%,14-7-5-10
776,阿爾宙斯 水屬性,arceus_water,14-0-15-14,14-7-5-10,13-15-15-15,-24%,24%,-24%,14-7-5-10
777,阿爾宙斯 火屬性,arceus_fire,14-0-15-14,14-7-5-10,13-15-15-15,-24%,24%,-24%,14-7-5-10
778,阿爾宙斯 草屬性,arceus_grass,14-0-15-14,14-7-5-10,13-15-15-15,-24%,24%,-24%,14-7-5-10
779,阿爾宙斯 蟲屬性,arceus_bug,14-0-15-14,14-7-5-10,13-15-15-15,-24%,24%,-24%,14-7-5-10
780,阿爾宙斯 超能力屬性,arceus_psychic,14-0-15-14,14-7-5-10,13-15-15-15,0%,2%,0%,14-7-5-10
781,阿爾宙斯 鋼屬性,arceus_steel,14-0-15-14,14-7-5-10,13-15-15-15,-24%,24%,-24%,14-7-5-10
782,阿爾宙斯 電屬性,arceus_electric,14-0-15-14,14-7-5-10,13-15-15-15,-24%,24%,-24%,14-7-5-10
783,阿爾宙斯 飛行屬性,arceus_flying,14-0-15-14,14-7-5-10,13-15-15-15,-24%,24%,-24%,14-7-5-10
784,阿爾宙斯 龍屬性,arceus_dragon,14-0-15-14,14-7-5-10,13-15-15-15,-24%,24%,-24%,14-7-5-10
785,隆隆岩,golem,19-1-14-15,18.5-9-12-13,17.5-15-15-15,-33%,33%,-33%,18.5-9-12-13
786,隆隆岩 阿羅拉型態,golem_alolan,19-1-14-15,18.5-9-12-13,17.5-15-15-15,-9%,5%,-9%,18.5-9-12-13
787,隆隆石,graveler,30.5-0-14-15,29-5-15-14,27.5-15-15-15,3%,3%,3%,30.5-0-14-15
788,隆隆石 阿羅拉型態,graveler_alolan,30.5-0-14-15,29-5-15-14,27.5-15-15-15,-51%,-50%,-51%,27.5-15-15-15
789,隨風球,drifblim,24-0-15-12,23.5-6-12-10,22-15-15-15,-36%,-30%,-36%,22-15-15-15
790,雙倍多多冰,vanilluxe,20-0-15-13,19.5-9-7-15,18.5-15-15-15,0%,-18%,0%,18.5-15-15-15
791,雙刃丸,dewott,36-0-15-15,33-8-15-13,30-15-15-15,3%,-22%,3%,36-0-15-15
792,雙卵細胞球,duosion,28-0-15-13,28-5-10-12,26-15-15-15,8%,0%,8%,28-0-15-13
793,雙尾怪手,ambipom,23.5-0-13-14,22.5-8-12-15,21.5-15-15-15,0%,2%,0%,22.5-8-12-15
794,雙彈瓦斯,weezing,25-0-14-14,24-7-13-14,22.5-15-15-15,-3%,2%,-3%,24-7-13-14
795,雙彈瓦斯 伽勒爾型態,weezing_galarian,25-0-14-14,24-7-13-14,22.5-15-15-15,2%,3%,2%,25-0-14-14
796,雙彈瓦斯 暗影化,weezing_shadow,25-0-14-14,24-7-13-14,22.5-15-15-15,-64%,-52%,-64%,22.5-15-15-15
797,雙斧戰龍,haxorus,15.5-0-14-13,15.5-5-11-9,14.5-15-15-15,2%,0%,2%,15.5-0-14-13
798,雙首暴龍,zweilous,32.5-0-15-15,31-7-13-10,28.5-15-15-15,2%,0%,2%,32.5-0-15-15
799,雨翅蛾,masquerain,25-0-15-14,25-5-7-13,23-15-15-15,0%,0%,0%,23-15-15-15
800,雪妖女,froslass,28-0-15-15,27.5-8-6-15,25.5-15-15-15,-55%,-53%,-55%,25.5-15-15-15
801,雪童子,snorunt,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
802,雪笠怪,snover,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
803,雪笠怪 暗影化,snover_shadow,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
804,雷丘,raichu,26-0-15-14,25-10-12-13,24-15-15-15,-41%,-41%,-41%,24-15-15-15
805,雷丘 阿羅拉型態,raichu_alolan,24.5-1-15-15,24.5-5-15-8,22.5-15-15-15,-33%,-23%,-33%,22.5-15-15-15
806,雷伊布,jolteon,19.5-0-12-15,19-7-15-10,18-15-15-15,-35%,-26%,-35%,18-15-15-15
807,雷公,raikou,16-3-15-14,15.5-10-14-14,15-15-15-15,1%,-65%,1%,16-3-15-14
808,雷公 暗影化,raikou_shadow,16-3-15-14,15.5-10-14-14,15-15-15-15,-52%,-51%,-52%,15-15-15-15
809,雷吉奇卡斯,regigigas,12.5-4-15-15,12.5-9-12-10,12-15-15-15,0%,0%,0%,12-15-15-15
810,雷吉斯奇魯,registeel,23.5-2-13-14,22.5-8-15-13,21-15-15-15,2%,3%,2%,23.5-2-13-14
811,雷吉洛克,regirock,18-2-15-15,18-7-9-8,16.5-15-15-15,-65%,65%,-65%,18-7-9-8
812,雷吉艾斯,regice,18-2-15-15,18-7-9-8,16.5-15-15-15,-12%,11%,-12%,18-7-9-8
813,雷電斑馬,zebstrika,23.5-0-15-9,23-5-11-12,21.5-15-15-15,-49%,-48%,-49%,21.5-15-15-15
814,雷電獸,manectric,24-0-15-15,23.5-5-15-11,22-15-15-15,-42%,-35%,-42%,22-15-15-15
815,雷電雲 化身型態,thundurus_incarnate,16.5-1-15-15,16.5-9-13-6,15.5-15-15-15,-45%,45%,-45%,16.5-9-13-6
816,雷電雲 靈獸型態,thundurus_therian,15-1-15-15,15-8-11-10,14-15-15-15,-29%,29%,-29%,15-8-11-10
817,電擊怪,elekid,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
818,電擊獸,electabuzz,24.5-0-14-11,24-5-15-8,22.5-15-15-15,-68%,-68%,-68%,22.5-15-15-15
819,電擊獸 暗影化,electabuzz_shadow,24.5-0-14-11,24-5-15-8,22.5-15-15-15,-58%,-58%,-58%,22.5-15-15-15
820,電擊魔獸,electivire,18-1-15-15,18-5-10-12,17-15-15-15,-60%,-59%,-60%,17-15-15-15
821,電擊魔獸 暗影化,electivire_shadow,18-1-15-15,18-5-10-12,17-15-15-15,-47%,-46%,-47%,17-15-15-15
822,電燈怪,lanturn,28-0-13-14,27-5-14-9,25-15-15-15,-4%,-1%,-4%,25-15-15-15
823,電蜘蛛,galvantula,25.5-0-15-15,25-6-14-11,23.5-15-15-15,0%,-2%,0%,23.5-15-15-15
824,電螢蟲,volbeat,35.5-0-15-15,35.5-5-8-10,29.5-15-15-15,-3%,0%,-3%,29.5-15-15-15
825,電電蟲,joltik,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
826,電飛鼠,emolga,40-0-15-15,37.5-7-15-13,34-15-15-15,-2%,0%,-2%,34-15-15-15
827,電龍,ampharos,20-0-13-11,19-5-15-15,18-15-15-15,45%,-34%,45%,18-15-15-15
828,電龍 暗影化,ampharos_shadow,20-0-13-11,19-5-15-15,18-15-15-15,2%,22%,2%,20-0-13-11
829,霏歐納,phione,27.5-0-13-13,26.5-7-12-11,24.5-15-15-15,-2%,1%,-2%,26.5-7-12-11
830,霓虹魚,lumineon,34.5-0-15-12,32.5-5-9-15,28.5-15-15-15,-12%,-7%,-12%,28.5-15-15-15
831,露力麗,azurill,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
832,霸王花,vileplume,22-0-15-15,22-6-11-8,20.5-15-15-15,3%,0%,3%,22-0-15-15
833,霸王花 暗影化,vileplume_shadow,22-0-15-15,22-6-11-8,20.5-15-15-15,1%,0%,1%,22-0-15-15
834,霹靂電球,voltorb,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
835,青綿鳥,swablu,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
836,青藤蛇,servine,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
837,青銅鐘,bronzong,25.5-1-15-14,24.5-9-14-12,23-15-15-15,2%,1%,2%,25.5-1-15-14
838,音箱蟀,kricketune,39.5-0-15-15,38-5-12-14,33.5-15-15-15,-42%,-40%,-42%,33.5-15-15-15
839,頑皮雷彈,electrode,27-1-15-15,26-10-13-13,25-15-15-15,0%,0%,0%,25-15-15-15
840,頓甲,donphan,19-0-14-8,18.5-5-10-11,17-15-15-15,0%,2%,0%,18.5-5-10-11
841,頭巾混混,scrafty,25.5-0-8-15,24.5-6-14-10,23-15-15-15,0%,0%,0%,23-15-15-15
842,頭蓋龍,cranidos,31.5-1-15-14,30.5-7-15-9,28.5-15-15-15,0%,2%,0%,30.5-7-15-9
843,風妖精,whimsicott,28.5-0-14-15,27.5-7-13-13,26-15-15-15,0%,0%,0%,26-15-15-15
844,風速狗,arcanine,18.5-0-14-15,18-8-11-15,17-15-15-15,-48%,-47%,-48%,17-15-15-15
845,風速狗 暗影化,arcanine_shadow,18.5-0-14-15,18-8-11-15,17-15-15-15,-27%,-25%,-27%,17-15-15-15
846,風鈴鈴,chimecho,25.5-0-14-12,25.5-5-9-6,23-15-15-15,-51%,-50%,-51%,23-15-15-15
847,飄浮泡泡,castform,40-3-14-15,39.5-5-12-13,34-15-15-15,-16%,-12%,-16%,34-15-15-15
848,飄浮泡泡 晴天型態,castform_sunny,40-3-14-15,39.5-5-12-13,34-15-15-15,1%,3%,1%,40-3-14-15
849,飄浮泡泡 雨天型態,castform_rainy,40-3-14-15,39.5-5-12-13,34-15-15-15,-38%,-36%,-38%,34-15-15-15
850,飄浮泡泡 雪型態,castform_snowy,40-3-14-15,39.5-5-12-13,34-15-15-15,-6%,-2%,-6%,34-15-15-15
851,飄飄球,drifloon,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
852,飛天螳螂,scyther,21-0-14-11,20.5-8-12-9,19-15-15-15,2%,2%,2%,21-0-14-11
853,飛天螳螂 暗影化,scyther_shadow,21-0-14-11,20.5-8-12-9,19-15-15-15,-49%,49%,-49%,20.5-8-12-9
854,飛腿郎,hitmonlee,21.5-2-15-15,21.5-7-8-14,20-15-15-15,-12%,12%,-12%,21.5-7-8-14
855,飛腿郎 暗影化,hitmonlee_shadow,21.5-2-15-15,21.5-7-8-14,20-15-15-15,0%,2%,0%,21.5-7-8-14
856,食夢夢,munna,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
857,飯匙蛇,seviper,27-0-14-14,26.5-6-9-15,24.5-15-15-15,-34%,-31%,-34%,24.5-15-15-15
858,駒刀小兵,pawniard,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
859,騎士蝸牛,escavalier,19.5-0-15-13,19.5-6-13-5,18-15-15-15,5%,12%,5%,18-15-15-15
860,騎拉帝納 別種型態,giratina_altered,16.5-3-15-15,16.5-5-13-9,15.5-15-15-15,1%,0%,1%,16.5-3-15-15
861,騎拉帝納 起源型態,giratina_origin,15-3-15-15,15-7-9-13,14-15-15-15,0%,0%,0%,14-15-15-15
862,驚角鹿,stantler,26.5-0-11-15,26-7-7-14,24-15-15-15,2%,6%,2%,26.5-0-11-15
863,驚角鹿 暗影化,stantler_shadow,26.5-0-11-15,26-7-7-14,24-15-15-15,0%,0%,0%,24-15-15-15
864,高傲雉雞,unfezant,20.5-0-15-14,20-5-15-11,19-15-15-15,1%,0%,1%,19-15-15-15
865,鬼斯,gastly,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
866,鬼斯通,haunter,28.5-1-15-14,28.5-6-15-8,26.5-15-15-15,0%,0%,0%,26.5-15-15-15
867,魅力喵,glameow,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
868,魔尼尼,mime_jr,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
869,魔牆人偶,mr_mime,25.5-0-13-15,25-7-5-15,23.5-15-15-15,1%,0%,1%,25.5-0-13-15
870,鯉魚王,magikarp,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
871,鯉魚王 暗影化,magikarp_shadow,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
872,鯰魚王,whiscash,28-0-14-13,27-5-14-11,25-15-15-15,-9%,-5%,-9%,25-15-15-15
873,鳳王,ho_oh,14.5-1-11-15,14.5-6-6-10,13.5-15-15-15,9%,-4%,9%,14.5-1-11-15
874,鴨嘴寶寶,magby,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
875,鴨嘴火獸,magmar,23.5-0-15-15,23-5-11-15,21.5-15-15-15,-28%,-25%,-28%,21.5-15-15-15
876,鴨嘴火獸 暗影化,magmar_shadow,23.5-0-15-15,23-5-11-15,21.5-15-15-15,0%,4%,0%,23-5-11-15
877,鴨嘴炎獸,magmortar,18-0-10-15,17.5-5-12-14,16.5-15-15-15,1%,-25%,1%,16.5-15-15-15
878,鴨嘴炎獸 暗影化,magmortar_shadow,18-0-10-15,17.5-5-12-14,16.5-15-15-15,-6%,-5%,-6%,16.5-15-15-15
879,鴨寶寶,ducklett,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
880,麒麟奇,girafarig,28-0-15-12,27-9-12-11,25.5-15-15-15,0%,0%,0%,25.5-15-15-15
881,麻麻小魚,tynamo,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
882,麻麻鰻,eelektrik,37.5-0-13-15,35.5-5-14-12,31-15-15-15,-8%,-5%,-8%,31-15-15-15
883,麻麻鰻魚王,eelektross,20.5-1-15-14,20-9-11-13,19-15-15-15,-20%,-18%,-20%,19-15-15-15
884,黑夜魔靈,dusknoir,24-0-14-13,23-8-12-14,21.5-15-15-15,-18%,-16%,-18%,21.5-15-15-15
885,黑夜魔靈 暗影化,dusknoir_shadow,24-0-14-13,23-8-12-14,21.5-15-15-15,2%,0%,2%,24-0-14-13
886,黑暗鴉,murkrow,40-7-15-15,39.5-12-13-12,37-15-15-15,-7%,7%,-7%,39.5-12-13-12
887,黑眼鱷,sandile,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
888,黑魯加,houndoom,21.5-0-13-13,21-7-9-14,19.5-15-15-15,2%,14%,2%,21.5-0-13-13
889,黑魯加 暗影化,houndoom_shadow,21.5-0-13-13,21-7-9-14,19.5-15-15-15,-43%,43%,-43%,21-7-9-14
890,齒輪兒,klink,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
891,齒輪怪,klinklang,21.5-0-13-15,21.5-5-14-6,19.5-15-15-15,-64%,64%,-64%,21.5-5-14-6
892,齒輪組,klang,32.5-0-15-15,31-7-15-8,28-15-15-15,-23%,-19%,-23%,28-15-15-15
893,龍捲雲 化身型態,tornadus_incarnate,16.5-1-15-15,16.5-9-13-6,15.5-15-15-15,0%,5%,0%,16.5-9-13-6
894,龍捲雲 靈獸型態,tornadus_therian,17.5-1-14-11,16.5-13-15-14,16-15-15-15,2%,0%,2%,17.5-1-14-11
895,龍王蠍,drapion,23-2-15-14,22.5-8-14-10,21-15-15-15,1%,3%,1%,23-2-15-14
896,龍蝦小兵,corphish,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
897,龍頭地鼠,excadrill,17-2-15-15,17-5-10-15,16-15-15-15,0%,0%,0%,16-15-15-15
898,龐岩怪,gigalith,17.5-0-11-15,17-7-14-10,16-15-15-15,-3%,0%,-3%,16-15-15-15
899,七夕青鳥,altaria,29-0-14-15,28.5-5-9-12,26-15-15-15,2%,2%,2%,29-0-14-15
900,三合一磁怪,magneton,22.5-0-15-15,22-7-14-13,21-15-15-15,-12%,-11%,-12%,21-15-15-15
901,三合一磁怪 暗影化,magneton_shadow,22.5-0-15-15,22-7-14-13,21-15-15-15,-49%,-49%,-49%,21-15-15-15
902,三地鼠,dugtrio,40-7-15-15,37.5-13-15-15,37-15-15-15,1%,0%,1%,40-7-15-15
903,三地鼠 阿羅拉型態,dugtrio_alolan,30-0-12-15,29.5-6-9-14,27.5-15-15-15,0%,0%,0%,27.5-15-15-15
904,三蜜蜂,combee,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
905,三首惡龍,hydreigon,15.5-0-15-10,15-9-13-10,14-15-15-15,0%,2%,0%,15-9-13-10
906,不良蛙,croagunk,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
907,九尾,ninetales,25-0-15-15,25-5-6-13,23-15-15-15,-1%,2%,-1%,25-5-6-13
908,九尾 暗影化,ninetales_shadow,25-0-15-15,25-5-6-13,23-15-15-15,-17%,-15%,-17%,23-15-15-15
909,九尾 阿羅拉型態,ninetales_alolan,25-0-14-12,23.5-9-15-14,22.5-15-15-15,0%,1%,0%,23.5-9-15-14
910,亞克諾姆,azelf,17-5-15-14,17.5-6-8-9,16-15-15-15,0%,0%,0%,16-15-15-15
911,人造細胞卵,reuniclus,19-2-15-15,19-7-13-6,17.5-15-15-15,-26%,26%,-26%,19-7-13-6
912,代拉基翁,terrakion,15-1-14-15,14.5-12-15-10,14-15-15-15,1%,0%,1%,15-1-14-15
913,代歐奇希斯,deoxys,17-10-15-12,17-15-12-11,16.5-15-15-15,1%,-1%,1%,16.5-15-15-15
914,代歐奇希斯 攻擊型,deoxys_attack,20.5-13-15-14,21.5-11-10-14,20-15-15-15,0%,0%,0%,20-15-15-15
915,代歐奇希斯 速度型,deoxys_speed,18.5-11-15-15,18.5-14-11-13,18-15-15-15,-33%,33%,-33%,18.5-14-11-13
916,代歐奇希斯 防禦型,deoxys_defense,24-10-15-13,23.5-13-12-13,23-15-15-15,-20%,-20%,-20%,23-15-15-15
917,伊布,eevee,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
918,佛烈托斯,forretress,25.5-0-9-15,24.5-6-10-13,23-15-15-15,-6%,-26%,-6%,23-15-15-15
